id,country,state,city,station,last_update,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollutant_unit
196,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",25-04-2023 02:00:00,NH3,1,14,10,NA
197,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",25-04-2023 02:00:00,SO2,4,16,9,NA
198,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",25-04-2023 02:00:00,CO,12,44,28,NA
199,India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",25-04-2023 02:00:00,OZONE,17,69,45,NA
200,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,PM2.5,37,127,55,NA
201,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,PM10,55,133,75,NA
202,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,NO2,67,107,82,NA
203,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,NH3,1,1,1,NA
204,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,SO2,12,18,15,NA
205,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,CO,70,92,84,NA
206,India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25-04-2023 02:00:00,OZONE,3,9,4,NA
207,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,PM2.5,15,120,38,NA
208,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,PM10,14,186,81,NA
209,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,NO2,29,36,32,NA
210,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,NH3,10,11,11,NA
211,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,SO2,6,27,13,NA
212,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,CO,43,107,74,NA
213,India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",25-04-2023 02:00:00,OZONE,23,56,27,NA
214,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,PM2.5,NA,NA,NA,NA
215,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,PM10,NA,NA,NA,NA
216,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,NO2,NA,NA,NA,NA
217,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,NH3,NA,NA,NA,NA
218,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,SO2,NA,NA,NA,NA
219,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,CO,NA,NA,NA,NA
220,India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",25-04-2023 02:00:00,OZONE,35,85,61,NA
221,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",25-04-2023 02:00:00,PM2.5,NA,NA,NA,NA
222,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",25-04-2023 02:00:00,PM10,NA,NA,NA,NA
223,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",25-04-2023 02:00:00,NO2,NA,NA,NA,NA
224,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",25-04-2023 02:00:00,SO2,NA,NA,NA,NA
225,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",25-04-2023 02:00:00,CO,13,90,41,NA
226,India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",25-04-2023 02:00:00,OZONE,19,41,34,NA
227,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,PM2.5,17,250,101,NA
228,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,PM10,64,247,134,NA
229,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,NO2,13,22,18,NA
230,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,NH3,2,3,2,NA
231,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,SO2,41,49,46,NA
232,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,CO,26,105,95,NA
233,India,Bihar,Munger,"Town Hall, Munger - BSPCB",25-04-2023 02:00:00,OZONE,9,47,38,NA
234,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,PM2.5,13,177,52,NA
235,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,PM10,43,147,81,NA
236,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,NO2,NA,NA,NA,NA
237,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,NH3,2,4,2,NA
238,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,SO2,3,12,9,NA
239,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,CO,10,40,29,NA
240,India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",25-04-2023 02:00:00,OZONE,13,31,19,NA
241,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,PM2.5,42,267,98,NA
242,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,PM10,64,226,116,NA
243,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,NO2,17,35,22,NA
244,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,NH3,4,4,4,NA
245,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,SO2,26,35,31,NA
246,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,CO,109,120,115,NA
247,India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",25-04-2023 02:00:00,OZONE,53,199,103,NA
248,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",25-04-2023 02:00:00,PM2.5,31,138,59,NA
249,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",25-04-2023 02:00:00,NO2,36,37,36,NA
250,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",25-04-2023 02:00:00,SO2,20,25,23,NA
251,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",25-04-2023 02:00:00,CO,92,103,98,NA
252,India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",25-04-2023 02:00:00,OZONE,86,266,143,NA
253,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,PM2.5,4,154,82,NA
254,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,PM10,12,199,98,NA
255,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,NO2,54,94,62,NA
256,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,NH3,11,14,13,NA
257,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,SO2,3,6,5,NA
258,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,CO,6,34,20,NA
259,India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25-04-2023 02:00:00,OZONE,19,86,65,NA
260,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,PM2.5,45,102,82,NA
261,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,PM10,58,248,126,NA
262,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,NO2,5,15,10,NA
263,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,NH3,2,3,2,NA
264,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,SO2,16,41,26,NA
265,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,CO,10,48,37,NA
266,India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25-04-2023 02:00:00,OZONE,7,53,17,NA
267,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25-04-2023 02:00:00,PM2.5,22,98,62,NA
268,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25-04-2023 02:00:00,NO2,73,87,81,NA
269,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25-04-2023 02:00:00,SO2,6,8,6,NA
270,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25-04-2023 02:00:00,CO,24,31,27,NA
271,India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25-04-2023 02:00:00,OZONE,17,59,39,NA
272,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,PM2.5,113,330,246,NA
273,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,PM10,120,434,230,NA
274,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,NO2,NA,NA,NA,NA
275,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,NH3,NA,NA,NA,NA
276,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,SO2,9,12,10,NA
277,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,CO,10,42,36,NA
278,India,Bihar,Patna,"Muradpur, Patna - BSPCB",25-04-2023 02:00:00,OZONE,18,62,32,NA
279,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,PM2.5,31,69,49,NA
280,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,PM10,112,178,153,NA
281,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,NO2,13,29,17,NA
282,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,NH3,4,6,5,NA
283,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,SO2,5,11,8,NA
284,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,CO,24,85,50,NA
285,India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",25-04-2023 02:00:00,OZONE,10,62,32,NA
286,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,PM2.5,33,171,65,NA
287,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,PM10,51,419,126,NA
288,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,NO2,24,188,69,NA
289,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,NH3,4,15,13,NA
290,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,SO2,1,18,8,NA
291,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,CO,22,68,56,NA
292,India,Bihar,Patna,"Samanpura, Patna - BSPCB",25-04-2023 02:00:00,OZONE,20,96,65,NA
293,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,PM2.5,117,263,164,NA
294,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,PM10,86,185,102,NA
295,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,NO2,32,40,36,NA
296,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,NH3,7,11,9,NA
297,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,SO2,4,12,9,NA
298,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,CO,55,99,88,NA
299,India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",25-04-2023 02:00:00,OZONE,15,25,18,NA
300,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,PM2.5,40,97,60,NA
301,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,PM10,47,117,83,NA
302,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,NO2,5,16,9,NA
303,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,NH3,1,2,1,NA
304,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,SO2,6,9,7,NA
305,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,CO,98,113,105,NA
306,India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",25-04-2023 02:00:00,OZONE,25,62,48,NA
307,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25-04-2023 02:00:00,PM2.5,37,385,121,NA
308,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25-04-2023 02:00:00,PM10,44,385,111,NA
309,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25-04-2023 02:00:00,NO2,8,11,9,NA
310,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25-04-2023 02:00:00,NH3,4,5,5,NA
311,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25-04-2023 02:00:00,SO2,8,20,15,NA
312,India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",25-04-2023 02:00:00,OZONE,1,11,3,NA
313,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,PM2.5,NA,NA,NA,NA
314,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,PM10,NA,NA,NA,NA
315,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,NO2,6,26,14,NA
316,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,NH3,4,5,5,NA
317,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,SO2,14,23,17,NA
318,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,CO,32,131,100,NA
319,India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25-04-2023 02:00:00,OZONE,4,6,5,NA
320,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,PM2.5,40,103,75,NA
321,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,PM10,57,115,83,NA
322,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,NO2,12,35,23,NA
323,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,NH3,1,3,2,NA
324,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,SO2,1,12,6,NA
325,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,CO,14,38,27,NA
326,India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",25-04-2023 02:00:00,OZONE,61,306,195,NA
327,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,PM2.5,28,247,96,NA
328,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,PM10,39,139,101,NA
329,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,NO2,17,56,34,NA
330,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,NH3,1,8,4,NA
331,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,SO2,1,21,3,NA
332,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,CO,46,73,58,NA
333,India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",25-04-2023 02:00:00,OZONE,11,90,52,NA
334,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,PM2.5,37,85,54,NA
335,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,PM10,49,172,103,NA
336,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,NO2,16,167,48,NA
337,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,NH3,4,7,5,NA
338,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,SO2,2,83,28,NA
339,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,CO,34,104,57,NA
340,India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",25-04-2023 02:00:00,OZONE,8,261,156,NA
341,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,PM2.5,53,94,70,NA
342,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,PM10,68,126,101,NA
343,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,NO2,8,138,40,NA
344,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,NH3,7,95,20,NA
345,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,SO2,2,94,27,NA
346,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,CO,14,106,35,NA
347,India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",25-04-2023 02:00:00,OZONE,2,72,41,NA
348,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,PM2.5,38,147,75,NA
349,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,PM10,59,195,117,NA
350,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,NO2,26,156,64,NA
351,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,NH3,3,5,4,NA
352,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,SO2,3,48,18,NA
353,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,CO,37,118,62,NA
354,India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",25-04-2023 02:00:00,OZONE,2,130,66,NA
355,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,PM2.5,10,28,16,NA
356,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,PM10,11,37,19,NA
357,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,NO2,19,31,26,NA
358,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,NH3,4,8,6,NA
359,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,SO2,5,21,8,NA
360,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,CO,16,55,18,NA
361,India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",25-04-2023 02:00:00,OZONE,3,17,5,NA
362,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,PM2.5,6,22,10,NA
363,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,PM10,6,17,10,NA
364,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,NO2,8,12,9,NA
365,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,NH3,3,3,3,NA
366,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,SO2,5,11,7,NA
367,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,CO,16,45,32,NA
368,India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",25-04-2023 02:00:00,OZONE,12,46,26,NA
369,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,PM2.5,7,34,17,NA
370,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,PM10,14,51,28,NA
371,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,NO2,7,23,11,NA
372,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,NH3,8,9,9,NA
373,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,SO2,7,55,22,NA
374,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,CO,9,106,19,NA
375,India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",25-04-2023 02:00:00,OZONE,14,26,18,NA
376,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",25-04-2023 02:00:00,PM2.5,NA,NA,NA,NA
377,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",25-04-2023 02:00:00,PM10,NA,NA,NA,NA
378,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",25-04-2023 02:00:00,NO2,NA,NA,NA,NA
379,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",25-04-2023 02:00:00,SO2,NA,NA,NA,NA
380,India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",25-04-2023 02:00:00,CO,82,108,82,NA
381,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,PM2.5,NA,NA,NA,NA
382,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,PM10,NA,NA,NA,NA
383,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,NO2,11,89,35,NA
384,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,NH3,1,3,2,NA
385,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,SO2,16,95,43,NA
386,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,CO,31,54,34,NA
387,India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",25-04-2023 02:00:00,OZONE,23,48,32,NA
388,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",25-04-2023 02:00:00,PM2.5,9,79,46,NA
389,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",25-04-2023 02:00:00,PM10,16,80,52,NA
390,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",25-04-2023 02:00:00,NO2,13,51,29,NA
391,India,Chhattisgarh,Korba,"Rampur, Korba - CECB",25-04-2023 02:00:00,NH3,2,5,3,NA
